59.99,219.98
60.05,219.77
59.98,218.30
59.98,219.49
59.96,219.74
60.06,220.56
59.97,220.75
59.94,220.30
60.13,220.03
60.00,219.86
59.97,219.81
60.02,219.99
59.99,220.03
60.02,220.01
60.00,220.01
59.93,219.98
60.13,219.94
59.95,220.01
59.99,220.03
60.00,220.04
59.98,220.03
59.99,220.04
60.02,219.95
60.02,219.95
59.98,219.99
60.01,219.83
60.03,219.83
59.99,219.87
59.98,220.04
60.01,219.99
60.00,220.21
59.98,220.24
59.96,220.20
60.01,220.01
60.08,219.83
60.00,219.90
60.00,219.77
59.98,219.98
60.00,219.99
60.04,220.04
60.01,220.03
59.96,220.11
59.97,220.20
59.98,220.17
60.01,219.80
60.06,219.79
60.02,220.00
59.99,219.99
59.98,220.02
59.98,219.88
60.02,220.06
60.00,220.05
60.00,220.03
60.00,220.02
59.96,220.22
60.03,219.72
60.00,219.94
60.02,220.03
60.01,220.06
59.97,220.03
59.96,220.10
60.01,220.06
60.07,220.03
59.98,219.84
60.02,219.96
59.92,220.14
60.03,220.04
60.00,220.04
60.00,220.02
59.99,220.14
60.00,220.04
59.97,219.91
59.98,219.96
60.02,220.04
60.01,219.92
59.99,219.99
60.02,220.19
60.01,220.04
59.98,219.99
60.01,219.80
59.99,220.04
60.00,220.06
59.95,220.01
60.00,219.99
60.06,220.04
60.02,219.95
59.96,220.01
59.99,220.25
59.63,219.03
59.77,218.94
60.02,218.85
60.33,218.31
59.77,218.06
59.68,217.81
59.85,217.38
60.26,217.02
59.96,216.62
60.00,216.33
59.99,215.92
59.94,215.62
59.70,215.20
59.86,214.94
60.24,214.72
59.98,214.46
59.96,214.11
60.18,213.94
60.01,213.51
59.95,213.16
60.12,213.14
60.05,212.73
59.91,212.53
60.06,212.72
60.03,212.53
59.96,212.49
60.10,212.52
59.98,212.49
59.73,212.73
60.13,212.53
59.99,212.69
59.95,212.54
60.05,212.33
59.90,212.37
60.09,212.28
60.04,212.30
59.94,212.09
60.03,212.07
59.77,212.10
60.04,211.79
60.04,211.72
60.07,211.64
60.02,211.48
60.01,211.26
60.02,211.16
59.93,210.79
60.06,210.60
59.89,210.50
60.05,210.36
59.86,210.07
60.04,210.04
59.89,209.89
60.10,209.67
59.95,209.50
60.10,209.36
60.02,209.31
59.99,209.11
60.06,209.36
59.81,209.13
60.07,209.15
59.83,209.01
60.08,208.67
60.02,208.60
59.91,208.33
60.03,208.25
59.98,208.21
60.04,208.08
60.08,207.94
59.92,207.88
60.08,207.69
60.04,207.61
59.95,207.54
60.01,207.47
60.08,207.71
60.01,208.05
59.91,207.91
60.05,208.10
60.06,208.28
59.98,208.50
59.94,208.29
60.04,211.86
