21.01,20.91
23.11,20.85
25.54,20.83
27.87,20.82
28.35,21.06
29.95,21.17
32.09,21.20
34.74,21.25
36.47,21.28
33.23,21.73
35.25,21.78
37.27,21.83
39.09,21.85
40.74,21.88
42.16,21.88
43.51,21.88
44.75,21.90
45.92,21.89
47.07,21.91
48.06,21.99
49.21,21.95
50.23,21.97
51.22,21.95
52.16,21.98
53.11,22.06
54.04,22.23
54.91,22.38
55.80,22.47
56.60,22.46
57.44,22.61
58.21,22.72
58.97,32.71
59.73,65.89
60.17,96.44
60.04,122.78
59.99,147.95
60.00,170.30
60.04,189.86
59.96,207.67
60.00,223.23
60.04,236.34
60.03,241.58
60.00,242.35
60.00,240.13
60.01,238.97
60.01,240.10
59.96,240.80
59.98,240.48
59.96,240.45
60.04,203.51
59.95,219.59
59.99,234.30
59.99,241.22
60.00,242.39
60.00,240.14
60.03,239.74
59.97,239.43
59.97,240.23
59.96,240.15
60.01,240.43
60.07,240.33
59.91,240.15
59.97,240.03
60.12,240.13
59.94,239.87
60.03,239.91
59.84,240.03
60.13,239.98
59.88,239.86
59.96,239.72
60.08,239.46
60.02,239.45
59.98,239.84
60.02,240.15
60.07,240.16
60.08,240.27
59.92,239.83
60.04,240.13
59.95,240.12
59.86,239.88
59.97,239.82
60.24,239.91
60.03,240.05
59.81,240.04
60.06,240.05
60.14,240.04
59.95,240.04
59.94,240.07
60.08,240.09
60.02,239.84
59.98,240.16
59.86,240.10
60.13,239.87
59.96,240.01
59.98,239.97
60.00,240.05
59.99,240.05
60.00,240.12
60.00,240.13
59.85,240.03
60.16,239.91
60.08,239.89
59.88,239.92
59.96,240.05
60.13,240.02
60.04,240.07
59.83,240.53
60.11,240.53
59.94,240.21
60.01,240.09
60.13,239.95
59.92,239.85
60.04,240.07
60.01,239.94
60.02,239.99
59.96,239.92
59.97,239.98
60.14,240.06
60.00,239.96
59.99,239.95
59.97,240.07
60.08,240.11
60.00,239.85
60.00,239.45
59.99,239.43
60.00,240.01
60.01,240.27
59.95,240.14
60.00,239.81
60.09,239.85
59.99,240.01
59.95,240.14
59.98,240.04
60.10,239.89
59.92,239.95
59.98,239.90
60.12,240.07
59.97,240.36
59.83,240.27
60.04,240.21
60.27,239.85
59.98,239.62
59.87,239.79
60.00,239.96
60.00,240.03
59.92,240.03
60.06,239.92
59.95,240.11
59.61,238.31
60.01,238.08
60.05,238.41
59.96,240.18
59.98,240.95
60.07,239.08
60.01,238.76
59.99,239.73
60.00,239.79
60.05,240.32
59.98,241.01
60.00,240.92
60.07,239.62
60.01,238.84
60.00,239.44
59.87,239.80
60.13,240.18
60.10,241.72
60.06,240.97
59.80,239.87
60.02,240.17
59.95,239.77
59.97,239.07
59.88,239.42
