Sample,X,Y,Z
774,0.9792,-0.0964,-0.0083
775,1.0789,0.0591,0.0327
776,1.0015,-0.0454,0.0164
777,0.9548,-0.0750,-0.0151
778,1.0464,0.0635,-0.0220
779,0.9812,-0.0698,0.0659
780,0.9919,0.0229,-0.0701
781,1.0181,0.1052,0.0544
782,1.0229,-0.0386,0.1011
783,1.0125,-0.0051,-0.0576
784,1.0369,-0.0586,0.1111
785,1.0093,0.0310,-0.0247
786,0.9849,-0.0044,-0.0322
787,1.0378,-0.0508,-0.0029
788,1.0229,-0.0938,-0.0063
789,1.0691,0.0378,-0.0251
790,1.0903,0.0105,0.1479
791,1.0034,0.0581,-0.1355
792,1.0708,-0.1929,0.0181
793,1.0835,0.1462,0.0874
794,0.9790,0.0383,-0.1218
795,0.9929,-0.0630,0.0757
796,1.0630,0.0518,0.0698
797,0.8687,-0.0571,-0.0791
798,1.0544,-0.0120,-0.0205
799,1.0623,0.0557,0.0752
800,0.8508,-0.0962,-0.0662
801,1.1011,0.0002,0.0742
802,0.9910,-0.0046,0.0210
803,0.9636,-0.0579,-0.0601
804,1.0183,0.0381,0.1082
805,1.0259,0.0063,-0.0627
806,0.9773,-0.0447,0.0017
807,1.0659,0.0398,0.0496
808,1.0320,-0.0515,0.0344
809,1.0288,0.0137,-0.0522
810,1.0256,0.0500,0.0276
811,0.9900,-0.0325,0.0530
812,1.0547,0.0168,-0.0486
813,0.9790,-0.1128,-0.0037
814,1.0544,-0.0713,0.0537
815,1.0503,0.0425,-0.0161
816,0.9958,0.0173,0.0085
817,1.0261,-0.0161,0.1008
818,0.9517,-0.0139,-0.0254
819,0.9800,-0.0491,0.0076
820,1.0249,0.0142,0.0520
821,0.9556,0.0449,-0.0422
822,1.0239,-0.0300,0.0581
823,1.0310,0.0110,0.0183
824,0.9705,0.0020,-0.0198
825,1.0300,-0.0415,0.0840
826,1.0093,0.0024,-0.0957
827,0.9958,-0.0850,0.0569
828,1.0750,0.1116,0.0552
829,0.9634,-0.0251,-0.0254
830,1.0005,-0.1143,0.0728
831,1.0017,-0.0408,0.0105
832,1.0417,-0.1165,-0.0298
833,1.0955,0.1665,-0.0264
834,1.0591,0.0103,0.0562
835,1.0132,-0.0522,0.0601
836,1.0142,0.0461,-0.1089
837,0.9683,-0.0581,0.0312
838,1.0835,-0.0151,0.0630
839,1.0044,0.0576,-0.0342
840,0.9812,-0.0298,-0.0083
841,1.0620,-0.0840,0.0967
842,1.0095,0.0149,-0.1333
843,0.9988,-0.1172,0.0125
844,1.1821,0.0635,0.0481
845,1.0222,0.1104,-0.0613
846,1.0005,-0.0291,0.0247
847,1.0427,-0.0046,0.0808
848,0.9438,-0.0171,-0.1033
849,0.9851,-0.0852,-0.0059
850,1.0847,0.1138,0.0564
851,0.9927,0.0083,-0.0869
852,1.0073,0.0044,0.0847
853,1.0466,-0.0098,-0.0020
854,0.9702,-0.1172,0.0278
855,1.0659,0.0522,-0.0210
856,1.0154,-0.1414,-0.0049
857,1.0415,0.0217,-0.0234
858,1.0417,0.0435,-0.1074
859,0.9731,-0.0093,0.0474
860,1.0464,0.0847,0.0728
861,0.8960,-0.0491,-0.0361
862,1.0496,-0.1086,0.1096
863,1.0623,0.1270,0.0793
864,0.9695,0.0110,-0.1133
865,1.0320,0.0652,0.0164
866,0.9424,-0.0081,0.0300
867,0.9080,-0.1809,0.0056
868,1.0806,-0.0586,-0.0110
869,1.0386,0.0381,-0.0239
870,1.0388,-0.0774,0.0029
871,1.0935,0.1411,0.0029
872,0.9995,0.0022,0.0220
873,0.9927,-0.0410,0.0991
874,1.0552,0.0071,0.0603
875,0.9263,-0.0457,-0.0083
876,1.0210,-0.0139,-0.0327
877,1.0815,-0.0168,0.0737
878,0.9753,0.1470,-0.0452
879,0.9907,0.0034,-0.0095
880,1.0298,-0.1638,0.0691
881,0.9724,-0.0122,-0.0469
882,0.9565,-0.0679,-0.0056
883,1.1128,-0.0549,0.0796
884,1.0464,0.0735,-0.0610
885,1.0396,-0.0334,0.0354
886,1.1033,0.1125,0.0815
887,0.9744,0.0361,-0.0215
888,0.9712,-0.2185,0.0437
889,1.1140,0.0796,-0.0437
890,1.0076,0.0869,0.0398
891,1.0386,0.0161,-0.0200
892,1.0271,0.0354,0.0042
893,0.9509,-0.1133,-0.0408
894,1.0005,-0.0955,0.0125
895,1.1118,0.0127,-0.0481
896,0.9939,-0.0681,0.0647
897,0.9890,0.0776,0.0010
898,1.0210,-0.1316,-0.0015
899,0.9822,0.0225,-0.0984
900,1.0085,-0.0239,0.0437
901,1.0376,-0.0178,0.0466
902,1.0093,0.0051,-0.0762
903,0.9412,0.0078,0.0063
904,1.0701,-0.0920,0.0615
905,1.0066,0.1819,-0.0769
906,0.9617,-0.1565,0.0264
907,1.0298,0.0210,0.0393
908,1.0259,0.0005,-0.1194
909,1.0142,-0.0464,0.0557
910,1.0867,0.0830,0.0779
911,0.9753,-0.0693,-0.0322
912,1.0474,-0.1702,-0.0071
913,1.0366,0.1423,0.0132
914,1.0300,-0.0583,-0.0356
915,1.0710,0.1545,0.0447
916,0.9712,0.0491,0.0217
917,0.9597,-0.2673,0.0520
918,1.1257,0.1094,-0.0476
919,0.9753,-0.0132,0.0237
920,1.0269,-0.0483,0.0308
921,1.1091,0.1467,-0.0576
922,0.9067,-0.1382,0.0427
923,1.0249,-0.0066,0.0571
924,1.0679,-0.0374,-0.0393
925,0.9556,-0.0029,0.0208
926,1.0190,0.0044,0.0076
927,1.0291,-0.0098,0.0347
928,0.9673,0.0505,-0.0239
929,1.0093,-0.0083,0.0542
930,1.0581,-0.0386,0.0049
931,1.0571,0.0828,0.0134
932,0.9363,0.0305,0.0581
933,1.0847,-0.0291,0.0181
934,1.0149,-0.0027,-0.0159
935,0.9976,-0.0659,0.0286
936,1.0173,0.0054,0.0017
937,1.0103,0.0349,-0.0303
938,0.9624,-0.1218,0.0813
939,1.0796,0.0144,0.0488
940,0.9995,0.0796,-0.0762
941,1.0356,-0.0850,0.0710
942,1.0691,0.0691,0.0710
943,0.9751,-0.0090,-0.0112
944,0.9878,-0.0095,0.0347
945,1.1274,-0.0146,-0.0054
946,0.9756,0.0215,-0.0388
947,1.0513,0.0054,0.0347
948,1.0710,-0.0374,0.0376
949,0.9939,-0.0117,-0.0342
950,0.9614,-0.0688,-0.0664
951,1.0798,-0.0791,0.0195
952,1.0488,0.0825,0.0381
953,0.9448,-0.0933,-0.0701
954,1.0925,-0.0703,0.0859
955,1.0388,0.2310,-0.0762
956,0.9255,-0.0818,0.0200
957,1.0720,0.0740,0.0491
958,0.9829,-0.0698,0.0481
959,0.9458,0.0027,-0.0481
960,1.1277,-0.0168,0.0305
961,1.0142,0.0276,-0.0505
962,1.0183,0.0017,0.0159
963,1.0464,-0.0195,0.0303
964,0.9773,-0.0391,-0.0356
965,0.9978,-0.0134,-0.0198
966,1.0007,-0.1423,0.0703
967,1.0701,0.0713,-0.0186
968,0.9412,0.0098,-0.0420
969,1.0417,-0.0120,-0.0120
970,1.0620,0.0083,0.0947
971,0.9253,0.0518,-0.0339
972,0.9998,-0.1467,0.0066
973,1.1333,0.0337,0.0950
974,0.9302,0.0237,-0.1277
975,1.0142,-0.0300,0.0386
976,1.0747,-0.0281,0.0112
977,0.9265,-0.1021,-0.0979
978,1.0144,-0.0708,-0.0417
979,1.1177,0.0481,0.0479
980,1.0134,-0.0432,0.0352
981,0.9778,0.1167,-0.0059
982,1.0298,-0.0508,0.0610
983,0.9617,0.0032,0.0066
984,0.9790,-0.0242,-0.0283
985,0.9585,-0.0105,0.1018
986,1.0369,0.0239,0.0188
987,0.9431,-0.0723,-0.0444
988,1.1011,0.0417,0.0144
989,1.0115,-0.0330,-0.0039
990,1.0564,-0.0144,-0.0137
991,1.0701,0.0186,0.0549
992,1.0220,-0.0647,0.0234
993,1.0396,-0.0098,-0.0034
994,1.0339,0.0620,0.0300
995,0.9956,-0.0327,0.0068
996,1.0166,0.0393,0.0269
997,1.0474,-0.0015,-0.0625
998,1.0483,-0.0576,0.0859
999,1.0620,0.1162,0.0676
Rate 803, overflows 0
