Sample,X,Y,Z
772,0.9731,-0.2153,0.0408
773,1.1687,0.1565,-0.0142
774,0.9644,-0.0046,-0.0591
775,1.0034,-0.0601,0.1213
776,1.1235,0.0720,0.0657
777,0.8774,-0.1128,-0.1184
778,1.1531,-0.0110,0.1719
779,1.0396,0.0979,0.0808
780,0.7524,-0.0896,-0.1877
781,1.1765,0.0068,0.0784
782,0.9255,0.0510,-0.0417
783,0.9272,-0.1145,-0.2156
784,1.2290,-0.0125,0.1567
785,0.9751,0.0342,-0.1584
786,0.9070,-0.1230,-0.0203
787,1.2241,0.1064,0.0620
788,0.8574,-0.1108,-0.1108
789,1.0544,-0.0288,-0.0371
790,1.0876,0.1279,0.0144
791,0.8472,-0.0566,-0.0691
792,1.0574,-0.0291,0.0522
793,1.1531,0.0220,0.0498
794,0.8933,0.0618,0.0254
795,1.0085,-0.0122,-0.0049
796,1.0522,-0.1470,0.0906
797,0.9888,0.1013,-0.1123
798,0.9138,0.0083,-0.0452
799,1.2124,0.0354,0.0000
800,0.9092,0.0208,-0.0229
801,1.0544,-0.1731,0.1270
802,1.2400,0.1401,0.0845
803,0.9570,-0.0962,0.0391
804,0.9509,-0.0151,0.1709
805,1.1067,0.0874,-0.0874
806,0.8589,-0.1172,-0.0471
807,1.1196,0.1167,0.1152
808,0.9392,-0.0203,-0.0027
809,1.0154,-0.1116,-0.0178
810,1.0320,0.0901,0.0706
811,0.9858,-0.1462,-0.0669
812,1.1560,0.0664,0.0720
813,1.0444,-0.0142,-0.0779
814,1.0046,-0.1282,0.0159
815,1.1833,0.2095,0.0503
816,0.8250,-0.0935,-0.0142
817,1.0496,-0.0544,-0.0581
818,1.0991,0.0447,0.0623
819,0.9028,-0.0496,-0.0410
820,1.1294,0.0684,0.0933
821,0.9675,0.0137,0.0813
822,0.8979,-0.0383,-0.0774
823,1.1345,-0.0569,0.1082
824,1.1177,0.0417,0.0344
825,0.9109,-0.0090,-0.0149
826,1.1042,-0.0303,-0.0454
827,1.0337,0.0005,-0.0276
828,0.9277,0.0168,-0.0796
829,1.1206,-0.0322,0.1318
830,1.0144,0.0569,0.0061
831,0.8833,-0.1267,-0.0090
832,1.1189,0.0562,0.1182
833,1.0613,0.0310,0.0027
834,0.8765,-0.0022,-0.0684
835,1.0894,-0.0374,0.1167
836,1.0632,0.0186,0.0034
837,0.9626,-0.0642,-0.0356
838,1.0474,0.0637,0.0354
839,1.1030,-0.1104,-0.1211
840,0.9851,0.1245,-0.0549
841,1.1001,-0.0769,-0.0068
842,1.0720,0.0583,0.0801
843,1.0029,-0.0835,0.0303
844,0.9836,-0.0918,0.0112
845,1.1099,0.1086,-0.0122
846,0.9011,0.0098,-0.0149
847,1.0132,-0.0974,-0.1379
848,1.0876,0.0710,0.0908
849,0.9360,-0.0669,-0.0378
850,0.9846,0.0388,-0.0781
851,1.0144,-0.0354,-0.0381
852,0.8579,-0.1333,-0.0723
853,1.1440,0.0957,-0.1187
854,1.0474,0.0564,0.0161
855,1.0112,-0.0713,0.0029
856,1.0750,0.0447,0.0239
857,0.9976,-0.0964,0.0747
858,1.0652,-0.0386,-0.0271
859,1.0942,0.0964,0.0317
860,0.8816,0.0676,-0.0547
861,0.9719,-0.0833,-0.0886
862,1.0737,0.0125,0.0176
863,0.9546,-0.0303,-0.0271
864,1.0798,0.0068,0.0042
865,1.0730,-0.0205,0.0830
866,0.9214,-0.0359,-0.0710
867,1.0798,-0.0605,-0.0095
868,1.1628,0.0806,0.0549
869,0.9868,-0.0728,-0.1003
870,1.1072,0.0146,0.0566
871,1.0571,0.0547,0.0857
872,0.8796,-0.1221,-0.0815
873,1.0435,0.0610,-0.0605
874,1.0220,0.0325,0.0647
875,0.8953,-0.0420,-0.1187
876,1.0574,-0.0110,-0.0015
877,1.0190,-0.0952,0.0466
878,0.9644,0.0596,-0.0554
879,1.0662,0.0347,-0.0166
880,1.0378,-0.0334,0.0630
881,0.9429,-0.0542,-0.0652
882,1.1248,-0.0371,0.0740
883,1.0437,0.0732,-0.0430
884,0.9568,-0.0322,-0.0908
885,1.0386,0.0154,0.1594
886,0.9155,0.0129,-0.0967
887,0.9832,-0.1399,0.0847
888,1.1501,0.1370,0.0488
889,0.8647,0.0024,-0.0579
890,1.0408,-0.0869,0.1306
891,1.0808,0.0742,0.0818
892,0.8562,-0.0935,-0.1382
893,1.1951,0.0049,0.1272
894,1.0574,0.1328,0.0469
895,0.8521,-0.1587,-0.1086
896,1.1909,0.0193,0.1709
897,1.0583,-0.0005,-0.0039
898,0.9302,-0.0349,0.0281
899,1.1704,0.0613,0.1279
900,0.9175,-0.0435,-0.0017
901,0.9402,0.0139,-0.1077
902,1.0913,-0.0227,0.1753
903,1.0593,-0.0110,-0.0024
904,0.9351,0.0674,-0.0332
905,1.0437,-0.0481,0.0779
906,0.9910,-0.0374,-0.0273
907,1.0356,-0.0830,-0.0762
908,1.1138,0.0730,0.1001
909,1.0552,0.0483,-0.0273
910,1.0105,-0.1360,0.0254
911,1.1255,0.0188,0.0330
912,0.9919,0.0037,0.0120
913,0.9907,0.0796,-0.0488
914,0.9380,-0.0657,-0.0051
915,0.9851,-0.0557,-0.0776
916,1.0183,0.1001,0.0415
917,1.0066,0.0259,-0.0188
918,1.0015,-0.1311,-0.0049
919,1.0603,0.0088,-0.0098
920,0.9675,-0.0254,0.0510
921,1.0593,-0.0234,-0.0557
922,1.0139,0.0386,0.0222
923,0.9607,-0.0388,-0.1060
924,1.0759,-0.0232,0.0203
925,1.1003,0.0449,0.0242
926,0.8923,-0.0757,-0.0930
927,1.1287,0.0417,0.0544
928,0.9343,0.1072,-0.0369
929,0.8826,-0.2041,0.0210
930,1.1052,0.1274,-0.0625
931,0.9409,-0.0437,0.0339
932,1.0103,-0.0591,-0.0474
933,1.0913,0.0247,0.0327
934,0.9617,-0.0073,-0.0471
935,0.9751,-0.0913,0.0093
936,1.1167,0.0566,-0.0378
937,0.9861,-0.0779,-0.0515
938,1.0288,0.1038,0.0471
939,1.0750,-0.0498,0.0427
940,0.9607,-0.0552,0.0986
941,0.9976,0.0583,-0.0652
942,1.0310,-0.0693,0.0408
943,0.9985,0.1279,-0.1018
944,0.8726,-0.0613,0.0308
945,1.0425,-0.0757,0.0420
946,1.0483,0.0540,0.0286
947,0.9360,-0.1128,-0.0662
948,1.1580,-0.0024,0.1187
949,1.0847,0.0344,0.0203
950,0.9714,-0.0562,-0.0273
951,1.0806,0.1062,0.0625
952,0.9565,-0.0559,-0.0042
953,0.9878,-0.0977,0.0105
954,1.0720,0.1340,-0.0261
955,0.9519,-0.0657,0.1267
956,1.0483,0.0127,-0.1189
957,0.9702,-0.0906,0.0874
958,1.0447,0.0186,0.0229
959,1.0356,0.0608,-0.0471
960,1.0027,-0.0269,0.0730
961,1.0142,-0.0437,0.0593
962,1.0251,0.0107,-0.1228
963,1.1128,-0.1206,0.1360
964,1.0471,0.1306,0.0063
965,0.9138,-0.0447,-0.0957
966,1.0642,-0.0317,0.1116
967,0.9429,0.0027,-0.0806
968,1.0405,-0.0994,0.0325
969,1.0542,0.1936,0.1604
970,0.8833,-0.1150,-0.0581
971,1.0144,-0.1509,0.0225
972,1.1538,0.2119,0.0261
973,0.8628,-0.1218,-0.0652
974,1.1841,0.0679,0.0862
975,0.9314,0.0039,-0.0073
976,0.9956,-0.2449,-0.0012
977,1.2544,0.3259,0.0730
978,0.8618,-0.1609,0.0244
979,0.9741,-0.0278,0.0637
980,1.1157,0.0913,0.0081
981,0.8608,-0.1890,0.0176
982,1.1616,0.1541,0.0361
983,0.8875,0.0698,0.1133
984,0.9421,-0.1484,-0.0725
985,1.0796,0.1396,0.0950
986,0.9666,-0.1221,0.0051
987,1.0923,-0.0459,0.1084
988,1.1274,0.0950,-0.0056
989,0.8884,-0.0776,-0.1016
990,1.1384,0.0461,0.0854
991,1.0698,-0.0303,-0.0161
992,0.9556,-0.0264,-0.0337
993,1.1033,0.0737,0.0325
994,0.9958,-0.1357,0.0991
995,1.0610,-0.0200,-0.1082
996,1.0220,0.0815,-0.0142
997,1.0005,0.0132,0.0640
998,0.9067,-0.0369,-0.0156
999,1.0222,-0.0923,-0.0054
Rate 803, overflows 0
