Sample,X,Y,Z
774,0.9851,-0.0569,0.1023
775,1.1040,0.0728,0.0710
776,0.9451,-0.1155,-0.0400
777,1.0105,0.0564,0.0461
778,1.0171,0.0789,-0.0505
779,0.9539,-0.1121,-0.0405
780,1.1160,0.1282,0.1384
781,0.9109,-0.1458,0.0527
782,1.0171,0.1697,-0.0867
783,1.0681,-0.2454,0.1426
784,0.9595,0.2141,-0.0891
785,0.9478,-0.1670,-0.1108
786,1.0867,0.0898,0.2058
787,1.0769,-0.1521,-0.0854
788,0.9382,0.0461,-0.0601
789,1.2661,-0.0789,0.1482
790,0.9421,0.1240,-0.0908
791,1.0825,-0.1113,0.0229
792,1.0205,0.0720,-0.0195
793,1.0601,-0.0774,0.0249
794,0.9761,0.0681,0.0171
795,1.0847,-0.1809,0.0791
796,1.0552,0.1443,-0.0129
797,0.9351,-0.0198,-0.0950
798,1.0776,0.0117,0.1099
799,0.9780,-0.0420,-0.0901
800,0.9712,-0.0017,-0.0222
801,1.1133,-0.0359,0.0405
802,1.0269,0.0906,0.0161
803,0.9800,-0.0869,-0.1077
804,1.1697,-0.0603,0.1189
805,1.0347,0.1052,-0.1370
806,0.9470,-0.1680,0.0950
807,1.1118,0.2122,-0.0183
808,0.8657,-0.2444,-0.0500
809,1.0815,0.0691,-0.0188
810,1.0435,0.0925,0.0928
811,0.9683,-0.1179,0.0039
812,1.0024,0.0310,-0.0210
813,0.9646,-0.1230,-0.0493
814,1.1785,0.0278,0.0427
815,1.0356,0.1228,-0.0435
816,1.0154,-0.1479,0.0823
817,1.0779,0.0803,-0.0271
818,0.9614,-0.1062,-0.0913
819,1.0386,0.0361,0.1008
820,1.0061,0.0303,-0.0613
821,0.9917,-0.1343,0.0188
822,1.0679,0.0344,-0.0408
823,0.9773,-0.0178,0.0623
824,1.0757,-0.0127,0.0815
825,0.9695,0.0679,-0.1050
826,0.9822,-0.1541,-0.0122
827,1.1853,0.0327,0.1233
828,1.0151,0.0186,-0.0974
829,0.9443,-0.0337,-0.0344
830,1.1199,-0.0142,0.0874
831,0.9409,-0.0984,-0.2126
832,1.0688,0.0972,0.1587
833,1.0435,0.0239,0.0227
834,0.9424,-0.0586,-0.0522
835,1.0339,0.1208,0.0747
836,0.9119,-0.1780,0.0366
837,1.1042,0.1226,-0.0479
838,0.9058,0.0437,0.0715
839,0.9919,-0.0928,-0.0298
840,1.1638,0.0703,0.0295
841,0.8972,0.0488,-0.0698
842,1.0034,-0.2241,0.0872
843,1.1372,0.2834,-0.0225
844,0.7876,-0.2009,-0.0459
845,1.1921,0.0488,0.1301
846,1.0562,0.0420,0.0315
847,0.8364,-0.0718,-0.0659
848,1.2400,0.0415,0.0859
849,0.9421,0.0857,0.0867
850,0.8667,-0.0686,-0.0271
851,1.1501,0.0413,0.1172
852,0.9683,-0.0767,-0.0374
853,0.9365,0.0857,0.0107
854,1.1040,-0.1455,0.0503
855,1.0310,0.0754,-0.0439
856,0.9473,-0.1206,-0.1365
857,1.1648,0.1165,0.2073
858,0.9780,-0.0215,0.0017
859,0.9634,-0.0183,0.0100
860,1.0786,-0.0293,0.0825
861,0.9568,0.1013,-0.1101
862,1.0144,-0.0361,0.1094
863,1.0789,0.0942,0.0076
864,0.9067,-0.1763,-0.0269
865,1.1616,0.0457,0.0815
866,1.0974,-0.0547,-0.0278
867,1.0308,-0.0825,-0.0249
868,1.0425,0.0139,-0.0066
869,0.9978,-0.0989,-0.0432
870,1.0173,-0.0457,-0.0608
871,1.0596,0.1858,0.1260
872,0.9070,-0.1724,-0.1326
873,1.0398,-0.0742,0.0642
874,1.0378,0.1257,0.1348
875,0.8914,-0.0112,-0.1067
876,1.1921,-0.0610,0.0813
877,0.9634,0.0164,0.0034
878,0.9343,-0.0432,-0.1226
879,1.1118,0.0852,0.0154
880,1.0308,-0.1140,0.0420
881,0.8984,-0.0083,-0.1125
882,1.2036,0.0027,0.0173
883,0.9927,-0.0513,-0.0364
884,0.9919,0.0051,-0.0723
885,1.0200,-0.0662,0.0842
886,1.0278,0.0615,-0.0056
887,0.9548,-0.1265,-0.0271
888,1.0913,0.0374,0.0952
889,0.9880,-0.0178,-0.0996
890,0.9868,-0.0088,-0.0645
891,1.1313,-0.0442,0.0908
892,0.9263,0.0671,-0.0808
893,1.0378,-0.0891,0.0452
894,1.0671,0.0803,-0.0303
895,1.0024,-0.0728,-0.1062
896,1.0242,0.0435,-0.0793
897,1.1414,-0.1086,0.0039
898,0.9985,0.0798,0.0371
899,1.0271,-0.0596,-0.0723
900,1.0457,-0.0376,0.0410
901,1.0703,0.0703,0.0398
902,0.8599,-0.0671,-0.0002
903,1.1111,-0.0193,0.0564
904,0.9819,0.0818,-0.0049
905,0.9702,-0.0940,0.0181
906,1.1255,0.0696,-0.0559
907,0.9470,-0.1079,0.0750
908,0.9993,0.0854,-0.0479
909,1.0300,-0.0657,-0.1147
910,1.0435,-0.0271,0.0173
911,0.9871,-0.0601,-0.0186
912,1.0505,0.0374,-0.1001
913,1.0166,-0.0708,0.0486
914,0.9988,0.0715,0.0090
915,1.0464,-0.1636,0.0259
916,1.0669,0.1064,0.0771
917,0.9714,-0.0315,-0.0254
918,0.9995,-0.0522,-0.0811
919,1.0181,0.0911,0.1265
920,0.9138,-0.1128,-0.0437
921,1.1157,-0.0518,-0.1409
922,1.1548,0.1567,0.1497
923,0.8315,-0.1206,-0.1155
924,1.0991,0.0176,-0.0266
925,1.0574,-0.0989,0.1318
926,0.8953,0.0554,-0.1177
927,1.1870,0.0383,0.0227
928,1.0281,0.1167,0.1040
929,0.8044,-0.1248,-0.1187
930,1.1179,0.0586,0.0310
931,1.0786,-0.0496,0.2009
932,0.9243,0.1875,-0.1155
933,0.9995,-0.1968,0.0352
934,1.0747,0.1011,0.0552
935,0.8804,-0.1541,-0.0103
936,1.0767,0.1687,-0.0686
937,1.0583,-0.1172,0.1765
938,0.9949,0.1213,-0.0557
939,0.9846,-0.1775,0.0337
940,1.0669,0.1345,0.0740
941,1.0435,-0.1646,0.0073
942,1.0337,0.1306,-0.0415
943,1.0164,-0.0798,0.0491
944,1.0281,-0.0344,0.0195
945,1.0483,0.0088,0.0493
946,0.9402,0.0664,0.0342
947,1.0063,-0.1128,-0.0090
948,1.1179,0.1057,-0.0081
949,0.9116,-0.1841,0.0491
950,1.1052,0.1948,-0.0598
951,1.0093,-0.2039,0.0295
952,1.1675,0.0884,0.0237
953,1.0176,-0.0688,0.0012
954,1.1323,0.0291,0.0198
955,1.0361,-0.0784,0.0081
956,0.9626,0.0540,0.0315
957,0.9792,-0.1487,-0.0486
958,1.0503,0.1514,-0.0693
959,0.9810,-0.0667,0.1265
960,0.9597,-0.0862,-0.0601
961,1.0945,0.0012,0.0769
962,1.0112,0.0117,0.0095
963,0.9155,-0.0264,-0.1162
964,1.1792,0.0105,0.0903
965,0.9263,-0.0242,-0.0979
966,1.0161,0.0005,-0.0623
967,1.0818,0.0244,0.0977
968,0.9658,-0.0542,-0.0300
969,1.0376,-0.0674,-0.1125
970,1.1772,0.1272,0.1426
971,0.9116,-0.1331,-0.0820
972,1.0708,-0.0618,0.0752
973,1.0554,0.1055,0.0537
974,0.8835,-0.1392,-0.1521
975,1.1133,0.0552,0.0059
976,0.9739,0.0354,-0.0161
977,0.9470,-0.2156,-0.0264
978,1.1851,0.2168,0.0229
979,0.9497,-0.2000,0.0481
980,1.0662,0.0989,-0.0569
981,1.1108,-0.0132,-0.0298
982,0.9373,-0.0483,0.0063
983,1.1138,0.0212,-0.0024
984,0.9900,0.1101,0.0396
985,0.9468,-0.1545,-0.0959
986,1.0698,0.1096,-0.0024
987,1.0239,-0.0854,0.0925
988,1.0186,0.0488,-0.0527
989,1.0574,-0.0515,0.0642
990,0.9695,0.0078,-0.0371
991,1.0522,-0.0972,-0.0962
992,1.1355,0.1536,0.0913
993,1.0032,-0.0708,0.0720
994,0.9800,-0.0315,-0.0569
995,1.0740,0.0120,0.0012
996,1.0288,-0.0142,0.0168
997,1.0337,0.0481,-0.0081
998,1.0222,0.0234,0.0557
999,1.0056,-0.0437,0.0349
Rate 803, overflows 0
