Sample,X,Y,Z
773,1.0750,-0.0139,-0.0586
774,1.0366,-0.0051,0.0508
775,1.0076,0.0693,-0.0237
776,1.0125,-0.0371,-0.0740
777,1.0728,-0.0400,0.1675
778,0.9741,0.0132,-0.0647
779,1.0415,-0.0391,0.1179
780,1.0876,0.0320,-0.0112
781,0.9243,-0.0615,0.0295
782,1.0464,0.0632,0.0869
783,0.9910,-0.0022,0.0234
784,0.9363,-0.0903,0.0122
785,1.0161,-0.0068,0.0002
786,1.1091,0.0601,0.0720
787,0.9685,-0.0400,-0.0276
788,1.0435,0.0815,0.0369
789,0.9368,-0.1702,-0.0132
790,1.0522,0.1035,-0.0498
791,1.0054,-0.0200,-0.0073
792,1.0981,-0.0796,0.1050
793,1.0730,0.1704,0.0149
794,0.8669,-0.0498,-0.0579
795,1.0974,-0.1357,0.2583
796,0.9731,0.1433,0.0815
797,0.8765,-0.2053,0.0061
798,1.2810,0.1321,0.1340
799,0.9028,0.1863,0.0913
800,0.7537,-0.2229,-0.1870
801,1.3013,0.0847,0.1782
802,0.9548,-0.0242,0.0085
803,0.9158,-0.0879,-0.0034
804,1.3708,0.1426,0.1106
805,0.7820,-0.1992,0.0337
806,1.0271,-0.0183,-0.1077
807,1.2349,0.0720,0.0269
808,0.8755,-0.0571,-0.0471
809,0.9233,0.0073,-0.1152
810,1.2390,0.0557,0.2146
811,0.8726,-0.0720,-0.0171
812,0.9294,-0.0273,-0.0005
813,1.2302,0.0332,0.0762
814,0.8540,0.0254,-0.0798
815,0.9851,-0.0334,-0.1140
816,1.2222,0.0544,0.1060
817,0.9939,0.0903,-0.0225
818,0.9087,-0.2068,0.0171
819,1.2292,0.1069,0.1482
820,0.9517,-0.1343,0.0361
821,0.9626,0.0659,-0.0769
822,1.1560,0.0093,0.1345
823,0.9041,-0.0718,-0.0125
824,0.9226,-0.0640,-0.1382
825,1.1179,0.1558,0.0115
826,1.0134,-0.2139,-0.0667
827,0.9978,0.1565,-0.0469
828,1.0710,-0.1323,0.1160
829,1.0134,0.0034,0.0605
830,0.9946,0.0417,-0.1511
831,1.0632,-0.0781,0.0706
832,1.1147,0.0308,-0.0259
833,0.9646,0.0625,-0.0737
834,0.9966,-0.1763,0.0969
835,1.1345,0.1221,-0.1108
836,0.9136,-0.0955,-0.0259
837,1.1001,0.0642,0.0613
838,1.0105,-0.0264,-0.0356
839,0.9106,-0.0059,-0.0605
840,1.0652,-0.0706,0.0410
841,1.0288,0.0396,0.0200
842,0.9963,0.0159,-0.0764
843,0.9988,-0.0356,-0.0308
844,1.0854,-0.0232,-0.0059
845,0.9995,0.0427,-0.0090
846,1.0837,-0.0369,0.0708
847,1.0154,0.0471,-0.0415
848,0.9558,-0.1272,0.0117
849,1.0310,0.0708,-0.0615
850,0.9917,-0.0591,0.0088
851,1.0037,0.0913,-0.0100
852,0.8950,-0.0298,-0.0120
853,1.0366,0.0203,0.0371
854,1.0515,-0.0813,0.1514
855,0.9773,0.0747,-0.1113
856,1.0027,-0.0833,0.0034
857,1.0679,-0.0291,0.0081
858,1.0271,0.0449,-0.0420
859,1.0200,-0.0317,0.0334
860,1.1023,0.1001,-0.0696
861,0.9451,-0.2161,-0.0500
862,1.0339,0.0828,-0.0081
863,1.0298,-0.0588,0.0701
864,1.0073,0.1101,0.0830
865,0.9636,-0.0745,0.0247
866,0.9937,-0.0161,0.0239
867,1.1560,-0.0576,0.0847
868,0.9976,0.1548,-0.0676
869,0.9949,-0.2239,0.0969
870,1.1343,0.1992,-0.0515
871,0.8149,-0.1023,-0.1113
872,1.1558,-0.0298,-0.0334
873,1.1384,0.0317,0.0500
874,0.9011,-0.0383,-0.1045
875,1.0757,-0.1414,0.1333
876,1.0376,0.2444,-0.1072
877,0.7983,-0.2361,-0.0205
878,1.2283,0.1499,-0.0288
879,1.0056,-0.1169,0.0837
880,0.9402,0.1421,-0.0903
881,1.0759,-0.1074,-0.0264
882,1.0339,0.1462,-0.1055
883,0.8530,-0.1660,0.0186
884,1.2000,0.1772,-0.0090
885,1.0474,-0.2212,-0.0569
886,1.0464,0.1436,0.0176
887,1.0024,-0.1030,0.0427
888,0.9958,0.0151,-0.0437
889,0.9666,-0.1873,-0.0122
890,1.1284,0.1438,-0.0798
891,1.0857,0.1077,0.0554
892,0.9041,-0.0898,0.1423
893,0.9822,-0.0984,-0.0317
894,1.0415,-0.0515,-0.0686
895,1.0593,0.0842,0.1379
896,0.9907,0.1033,-0.1252
897,1.0288,-0.1650,-0.0813
898,1.0583,0.0940,0.0232
899,1.0200,-0.0366,0.0056
900,1.0535,0.0364,0.0042
901,1.0134,-0.1013,0.0093
902,0.9058,-0.0256,-0.0117
903,1.0640,0.0256,-0.1125
904,1.0859,-0.0066,0.0745
905,0.9233,0.0254,-0.0356
906,0.9314,0.0342,-0.0339
907,1.0923,-0.1028,0.1125
908,0.9128,0.0676,0.0081
909,0.9517,-0.1306,-0.0466
910,1.2351,0.1201,0.1104
911,0.9822,-0.0188,-0.0701
912,0.9055,-0.0950,-0.0764
913,1.2351,0.0110,0.0698
914,1.0259,0.0579,0.0083
915,0.9517,-0.0688,0.0952
916,1.1052,0.1426,0.0806
917,0.9272,-0.3062,0.0244
918,0.9858,0.1833,0.0659
919,1.0269,-0.1531,0.0193
920,1.0935,0.1313,0.0596
921,1.0054,0.0320,-0.0447
922,0.8716,-0.1433,0.0674
923,1.1794,-0.0491,0.0034
924,0.9646,0.1455,-0.0491
925,1.0466,-0.1003,0.0083
926,1.1208,0.1597,0.0017
927,0.9438,-0.2527,0.0432
928,1.0630,0.0405,0.0173
929,1.1274,0.1841,-0.0405
930,0.9282,-0.1343,0.0596
931,1.0320,-0.0686,0.0750
932,1.0420,0.0542,-0.0469
933,0.9731,-0.1042,0.1362
934,1.0591,0.1697,-0.0505
935,0.9490,-0.1057,-0.0195
936,1.0525,0.0483,-0.0044
937,0.9890,-0.0710,0.0547
938,1.0623,0.0178,-0.0911
939,1.0349,-0.0107,0.0979
940,1.0037,-0.0374,-0.0276
941,1.0269,-0.0833,-0.1123
942,1.0964,0.1470,0.0422
943,0.9089,-0.1233,-0.1113
944,1.1023,0.1060,-0.0393
945,0.9829,-0.0830,0.0168
946,0.9500,-0.1001,0.0488
947,1.1099,0.1912,-0.0017
948,0.9099,-0.1477,-0.0315
949,0.9802,0.0225,-0.0962
950,1.0828,-0.0073,0.0347
951,1.0081,0.0398,0.0068
952,0.9438,0.0261,-0.0745
953,1.0828,0.0042,0.0078
954,1.0347,-0.1401,0.0569
955,0.9644,0.0227,0.0532
956,1.1150,-0.0525,0.0825
957,0.9548,0.1228,-0.1313
958,0.9578,-0.0627,-0.0173
959,1.1021,-0.0244,0.0449
960,1.0259,0.0815,-0.0588
961,0.9146,-0.1296,0.0723
962,1.1072,0.0044,-0.0107
963,0.9644,0.0613,-0.0596
964,0.9431,-0.0676,0.0854
965,1.1050,0.0500,-0.0439
966,0.9705,-0.0596,-0.0916
967,1.0488,-0.1382,0.0891
968,1.1550,0.1843,0.0381
969,0.9314,-0.0654,-0.0400
970,0.9607,-0.0876,-0.0369
971,1.1782,0.0247,-0.0168
972,1.0203,0.0474,0.0225
973,0.9546,-0.0015,-0.0149
974,1.0317,-0.0356,-0.0408
975,0.9724,-0.1116,0.0305
976,1.0513,0.1580,-0.0710
977,1.0151,-0.1038,0.0010
978,1.0496,0.1309,-0.1116
979,0.8611,-0.2410,-0.1033
980,1.1958,0.1238,0.0044
981,1.0991,0.0088,-0.0576
982,0.9509,-0.0134,-0.0112
983,1.0632,0.0500,0.0120
984,0.8757,-0.0840,-0.0508
985,1.0593,-0.0652,0.0166
986,1.1414,0.1204,0.0095
987,0.8638,-0.0835,-0.0198
988,1.0874,0.0742,0.0024
989,0.9282,-0.0061,-0.0793
990,0.9438,-0.0295,0.0256
991,1.1248,-0.0364,0.0420
992,1.0728,0.0410,-0.0488
993,0.9136,-0.0239,-0.0266
994,1.1772,-0.0713,0.0325
995,1.0632,0.0413,-0.0037
996,0.8979,0.0027,0.0168
997,1.0435,0.0232,-0.0225
998,1.0181,-0.0532,0.0186
999,0.8777,0.0071,-0.0020
Rate 803, overflows 0
