RepRapFirmware height map file v2 generated at 2025-07-02 11:22, min error -0.284, max error 0.723, mean 0.273, deviation 0.249
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,0.00,1080.00,-10.00,565.00,-1.00,119.99,143.74,10,5
  0.499,  0.546,  0.502,  0.313,  0.401,  0.077,  0.133,  0.271, -0.246, -0.147
  0.604,  0.403,  0.595,  0.723,  0.473,  0.514,  0.277,  0.138,  0.255, -0.116
  0.202,  0.310,  0.684,  0.464,  0.501,  0.489,  0.343,  0.205,  0.289,  0.127
  0.055,  0.520,  0.313,  0.470,  0.338,  0.641,  0.379,  0.223, -0.137,  0.055
 -0.006,  0.330,  0.234,  0.152,  0.538,  0.074,  0.153, -0.085, -0.145, -0.284
